,UTC,ALT,H2P,H3P,O2P,E
41,165200,822.0,3.242589629890716,0.8093597286125174,4.864603833383125,10.0
42,165200,841.0,3.3625314961334265,0.8875027786895533,4.864292599823193,10.0
43,165200,860.0,3.4751197494095676,0.9655124682183349,4.86395153678824,10.0
44,165200,882.0,3.597123137609748,1.0551978240694262,4.8637902535076165,10.0
45,165200,902.0,3.7004859488148156,1.1360241300804326,4.863463404364198,10.0
46,165200,922.0,3.7983193591917317,1.2159715468476056,4.863191142719432,10.0
47,165200,942.0,3.8906017916793507,1.2951487300385731,4.862948997676257,10.0
48,165200,962.0,3.977336108481172,1.3732420846641422,4.862600183455194,10.0
49,165200,983.0,4.062990527972093,1.4537855629367011,4.862380480233822,10.0
50,165200,1000.0,4.129099116859635,1.5180222482285517,4.8622737287259055,10.0
